"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1964",194000,"toys","off_brand",4,11,15,57.1,2625
"1965",162512,"other","off_brand",2.7,6,21,62.5,3095
"1966",168460,"food","off_brand",4.3,9,19,58.1,1126
"1967",52654,"toys","premium",2.4,6,23,49.9,1094
"1968",70107,"health",NA,3.7,6,30,6.5,1061
"1969",96274,"toys","premium",4.1,10,15,63.2,925
"1970",223346,"health","premium",4.6,8,33,37.6,3334
"1971",84344,"toys","premium",4.6,9,19,43.7,1581
"1972",33788,"health","off_brand",2.9,1,25,66.1,686
"1973",196573,"toys","off_brand",4.8,2,6,108.7,2453
"1974",113503,"health","off_brand",3.7,9,22,61.7,1202
"1975",118961,"health","off_brand",4.1,11,NA,34.2,1210
"1976",164757,"health","off_brand",4.4,10,NA,44.8,2082
"1977",110026,"other","premium",4.4,15,14,58.9,1000
"1978",86682,"toys",NA,3.9,3,20,60.5,2190
"1979",115448,"toys",NA,3.8,11,10,55.9,2279
"1980",146841,"other","off_brand",4.4,5,28,18.6,1001
"1981",212871,"food","off_brand",4.9,1,10,75,2121
"1982",131021,"health","premium",2.8,5,19,21.3,2755
"1983",133387,"food","premium",4.3,5,26,29,2490
"1984",132244,"health","off_brand",4.3,9,20,57.3,1944
"1985",182692,"toys","off_brand",3.3,4,15,60.1,3378
"1986",130028,"toys","premium",4.6,13,23,57.6,1354
"1987",211229,"food","off_brand",4.6,7,26,54.9,2139
"1988",143671,"toys","off_brand",4.5,11,20,NA,1186
"1989",217485,"health","off_brand",4.3,11,10,5,2731
"1990",157723,"toys","off_brand",4.4,5,30,25.7,3198
"1991",111588,"health","off_brand",3.8,9,29,27.3,1802
"1992",142234,"food","premium",4.8,6,19,37.5,1195
"1993",142294,"health","off_brand",2.6,5,14,51.7,3122
"1994",216237,"health","off_brand",4.3,19,24,59.9,3319
"1995",136055,"health",NA,3.5,7,23,5,3105
"1996",253866,"health","off_brand",4.8,5,28,30,3098
"1997",173889,"health",NA,2.6,17,22,NA,2727
"1998",112164,"health","premium",4,14,19,65.9,1188
"1999",130063,"toys","premium",4.7,7,19,56.5,1811
"2000",103391,"toys","off_brand",4,3,28,89.8,2092
"2001",206057,"food","off_brand",4.2,5,NA,41.3,2661
"2002",137420,"other","off_brand",3.1,2,32,62.4,2561
"2003",93846,"toys","off_brand",3.8,7,24,61.3,1259
"2004",155391,"toys","off_brand",4.6,4,15,93.8,2596
"2005",211784,"toys","off_brand",4.3,14,NA,67,2967
"2006",114389,"health",NA,4.7,2,17,38.9,474
"2007",126824,"toys","premium",4.7,8,28,26.3,1241
"2008",129068,"other","off_brand",4.5,14,26,40.1,1100
"2009",189264,"other","off_brand",3.5,5,30,NA,4083
"2010",128485,"health","off_brand",4.4,6,10,47.2,1066
"2011",144540,"health","premium",4.9,10,19,56.7,1243
"2012",133563,"health","premium",3.9,18,NA,29.9,971
"2013",248149,"food",NA,4.4,13,26,69.5,3027
"2014",165201,"health","off_brand",3.4,13,27,33.4,1831
"2015",202250,"toys","premium",4.8,14,NA,76.9,2406
"2016",111639,"toys","off_brand",3.6,11,14,58.3,1766
"2017",113986,"toys","off_brand",3.2,17,17,33.3,1074
"2018",156804,"other","premium",3.2,18,28,28.3,2692
"2019",156365,"toys","off_brand",4.1,5,23,63.2,2882
"2020",95886,"other","off_brand",3.3,9,19,43.5,1279
"2021",108640,"toys","premium",4.4,5,23,61.9,805
"2022",127910,"food","off_brand",3.2,12,17,94.8,1038
"2023",218157,"toys","off_brand",4.8,6,28,42.3,2753
"2024",182705,"health","off_brand",3.7,9,18,45.3,2742
"2025",151512,"food","off_brand",4.7,3,20,65.2,866
"2026",132213,"toys","premium",3,187,30,30.2,2943
"2027",133309,"toys","premium",3.1,2,25,44.6,3408
"2028",190098,"health","off_brand",3.5,6,15,63.2,3033
"2029",155783,"health","off_brand",4.2,3,19,56.7,2645
"2030",107963,"other","off_brand",4,2,22,43.9,800
"2031",130432,"health","premium",3.9,5,25,33.8,2260
"2032",114614,"food","premium",4.5,4,18,85.4,947
"2033",138325,"health","premium",3.6,9,29,68.7,3167
"2034",182007,"toys","premium",4.4,4,21,53.2,2661
"2035",70833,"health","premium",3.8,4,21,5,1007
"2036",71181,"health","premium",4.6,3,18,NA,949
"2037",169228,"health","off_brand",4.8,9,29,53.2,1016
"2038",250153,"food","off_brand",4.8,9,25,26.4,2870
"2039",266912,"food","off_brand",4.6,9,14,86,3271
"2040",105489,"health","off_brand",4.2,10,29,18.1,1118
"2041",103187,"toys","off_brand",4.3,7,22,79.1,1632
"2042",115170,"health","premium",3.8,4,25,47.3,1101
"2043",108126,"health","premium",4.2,9,18,22.6,900
"2044",105056,"toys",NA,4.3,3,17,101.4,979
"2045",220202,"toys","off_brand",4.8,7,NA,NA,2304
"2046",122250,"food","off_brand",3.6,12,16,71.7,738
"2047",130034,"toys","off_brand",4.7,10,13,39.2,800
"2048",161789,"food","off_brand",3.7,5,23,47.8,2890
"2049",97387,"other","off_brand",3.9,14,17,5,1238
"2050",121905,"health","off_brand",4,4,18,47.2,2108
"2051",115626,"health","off_brand",4.6,1,22,45.8,1168
"2052",181820,"health","premium",3.5,11,16,7.7,3668
"2053",128693,"health","premium",3.7,6,18,5,1016
"2054",79891,"toys","premium",3.7,207,14,38,1097
"2055",88349,"toys","off_brand",4.4,7,14,73.6,544
"2056",205296,"health","premium",4.6,3,23,23.3,2992
"2057",178613,"health","off_brand",4.2,6,NA,28.3,2967
"2058",77841,"health","premium",4,7,NA,49.2,910
"2059",131395,"health","premium",4.4,10,NA,27.9,988
"2060",111315,"toys","off_brand",3.7,6,6,37.2,1205
"2061",79008,"health","premium",3.7,6,26,45.3,903
"2062",75627,"toys","off_brand",4.6,6,16,57,819
"2063",120421,"other","off_brand",4.5,10,16,54.3,1045
"2064",57599,"health","premium",3.4,5,10,13.6,1077
"2065",78630,"toys",NA,3.9,12,34,NA,1089
"2066",175043,"health","off_brand",4,1,29,26,2569
"2067",91533,"toys","premium",4.1,19,10,64.5,775
"2068",156827,"health","off_brand",3.7,8,37,5,2183
"2069",139120,"food","off_brand",3.3,4,17,52.2,2948
"2070",241319,"health","off_brand",4.6,24,15,60.8,2969
"2071",82290,"toys","off_brand",3.8,10,31,89.9,671
"2072",256613,"toys","off_brand",4.8,8,12,57.4,2997
"2073",109908,"toys","premium",3.6,2,22,69,1859
"2074",106754,"toys","off_brand",4.1,2,13,34.2,675
"2075",151668,"toys","premium",4.4,8,25,55,2355
"2076",123875,"food","off_brand",4,6,32,86.7,1353
"2077",92592,"toys","premium",3.1,7,NA,39,1712
"2078",145931,"other","off_brand",4.7,9,36,25.1,965
"2079",156152,"food","off_brand",4.4,14,18,84.4,1044
"2080",177803,"toys","off_brand",4.4,9,24,32.4,2527
"2081",193158,"toys","premium",3.7,5,15,29.1,4804
"2082",172757,"health","off_brand",4.6,22,16,79.8,951
"2083",175072,"other","premium",3,9,20,67.9,3778
"2084",136955,"health","off_brand",4.2,4,19,49.2,1779
"2085",86832,"health","off_brand",3.7,7,20,19.4,1025
"2086",164844,"health",NA,3.5,12,13,51.5,2809
"2087",221245,"toys","premium",4.5,9,20,46.1,3376
"2088",185769,"toys","off_brand",4.6,8,33,63.4,2921
"2089",96309,"health","premium",2.2,8,19,44.9,2454
"2090",180388,"toys","off_brand",4.1,8,23,78.1,2688
"2091",180074,"health","off_brand",4.2,5,11,18.9,2857
"2092",183989,"food","off_brand",2.6,2,NA,28.2,3177
"2093",81712,"health","premium",3.9,2,NA,33.9,1248
"2094",89651,"toys","premium",3.2,5,10,58.2,1585
"2095",110937,"health","off_brand",4.3,2,20,81.1,1148
"2096",146720,"health","premium",4.4,13,17,65.3,1492
"2097",254663,"other","off_brand",4.3,21,18,46.5,3545
"2098",200519,"health","premium",4.2,14,12,17.7,2666
"2099",153870,"health","off_brand",4.6,11,24,43.1,1075
"2100",135428,"health","off_brand",4.2,3,24,47.3,2082
"2101",196671,"toys","off_brand",4.6,9,25,53.6,2584
"2102",189820,"health","off_brand",4.5,9,15,29.6,996
"2103",134753,"toys","premium",4.3,7,9,64,847
"2104",184447,"health","off_brand",3.9,12,NA,40.3,2602
"2105",136624,"health","premium",3.9,14,25,54.1,2430
"2106",184854,"food","off_brand",4.9,4,9,104.5,1309
"2107",138599,"toys","off_brand",4.6,7,11,52.8,1250
"2108",136532,"toys","off_brand",4.2,8,20,40,999
"2109",177456,"toys","off_brand",4.3,5,26,78.5,2604
"2110",194907,"food","off_brand",4.7,22,1,69.8,1185
"2111",132461,"health","off_brand",4.6,9,13,63.2,968
"2112",261578,"health","off_brand",4.2,27,18,79.5,2935
"2113",134390,"health","off_brand",3.8,6,24,58.7,2880
"2114",88945,"health","off_brand",4.4,3,25,8,706
"2115",141250,"health","off_brand",3.8,9,NA,67.2,1032
"2116",112386,"health","premium",4.7,7,17,37.6,1262
"2117",185385,"other","off_brand",3.5,7,17,24.7,2686
"2118",215618,"food",NA,4.1,6,NA,39.8,3416
"2119",121255,"food","premium",4.6,10,29,24.6,1013
"2120",181371,"other","off_brand",4.8,9,14,27.6,947
"2121",159873,"health","premium",4.8,4,29,16.3,896
"2122",85275,"food","premium",4,4,23,18.7,909
"2123",218979,"food","premium",4.6,25,32,5,1625
"2124",140304,"other","off_brand",3.6,15,13,45.6,2123
"2125",224933,"food","premium",4.8,16,17,34.6,1878
"2126",169770,"health","off_brand",4,5,13,45.7,2977
"2127",64467,"other",NA,3.9,5,13,43.1,1174
"2128",157458,"toys","off_brand",3.9,13,19,68.2,2145
"2129",162297,"toys","off_brand",4.4,7,16,51.6,1997
"2130",211036,"health","off_brand",4.6,6,26,42.6,2529
"2131",48265,"toys","off_brand",3.6,10,23,69.8,632
"2132",134622,"toys","off_brand",4.1,13,26,69.2,2495
"2133",90018,"health","premium",3.9,13,29,38.8,1085
"2134",108970,"toys","premium",4.1,8,13,72.9,1159
"2135",185347,"other","off_brand",4.6,3,23,39,2199
"2136",137326,"toys","premium",3.1,3,14,38.9,3506
"2137",76253,"other","off_brand",3.3,16,25,29.6,766
"2138",137223,"health","premium",4.2,2,5,35.8,2033
"2139",114589,"food","off_brand",4.1,10,13,37.4,975
"2140",166222,"other","premium",4.6,18,31,30.8,863
"2141",98869,"toys","premium",4.4,11,26,50.5,1201
"2142",170700,"food","off_brand",3.9,18,24,70.9,1263
"2143",198074,"health",NA,4.1,2,17,21.1,3234
"2144",154134,"food","off_brand",2.3,17,14,73.7,1626
"2145",161432,"toys","off_brand",4.8,3,22,47.4,1222
"2146",172736,"health","premium",4.9,5,29,51.1,1542
"2147",143296,"toys","off_brand",4.4,8,16,89.6,1664
"2148",218513,"food","off_brand",3.9,1,6,NA,3445
"2149",206841,"health","premium",4.7,6,9,34.6,2858
"2150",185323,"health","off_brand",4.1,4,28,60.3,2652
"2151",132390,"other","premium",4.6,7,15,21.2,1433
"2152",89760,"toys","premium",3.9,20,19,23.1,751
"2153",144521,"toys","off_brand",3.5,4,20,81.9,3413
"2154",98410,"toys","premium",4.5,13,20,63.2,1144
"2155",133068,"toys","off_brand",4.1,7,30,100.8,1908
"2156",75817,"toys","off_brand",3.4,5,18,75,1329
"2157",223728,"health","off_brand",4.7,9,NA,25.5,3061
"2158",38877,"food","premium",3.2,193,17,67.5,654
"2159",199002,"toys","premium",4.7,11,21,47.9,2443
"2160",125069,"other","off_brand",4.4,4,22,40,1223
"2161",242740,"toys","off_brand",4.4,13,17,73.7,3611
"2162",118010,"toys","premium",4.3,9,10,48.6,979
"2163",81085,"health","premium",3.9,2,17,31.9,1015
"2164",158271,"health","premium",3.8,15,27,53,2555
"2165",115326,"health","premium",3.2,21,NA,68,1058
"2166",222887,"food",NA,4.2,10,21,62.8,2594
"2167",140450,"health","off_brand",3.2,27,NA,75.2,1061
"2168",184717,"other","off_brand",4.2,9,17,62.3,2782
"2169",130600,"health","premium",4.7,4,18,65.6,1230
"2170",117125,"toys","premium",4.5,1,12,15.4,861
"2171",165874,"toys","off_brand",3.7,7,24,60.5,2887
"2172",135462,"health","off_brand",4.6,8,14,91.9,929
"2173",225054,"health","off_brand",4.6,3,17,37.8,2854
"2174",90703,"toys","off_brand",3.8,2,10,43.5,990
"2175",137978,"toys","premium",4.2,5,29,61.3,2605
"2176",223995,"health","off_brand",4.8,5,14,55.3,2266
"2177",127039,"toys","off_brand",3.4,18,19,38.1,974
"2178",49965,"health","off_brand",3.6,7,21,44,1118
"2179",122650,"toys","off_brand",3.9,8,31,39.1,2279
"2180",152701,"health","premium",4.4,3,NA,78.8,2468
"2181",175787,"health","off_brand",4.5,5,15,5,2338
"2182",120380,"toys","off_brand",4.4,3,15,46.9,1258
"2183",148185,"food","off_brand",2.5,1,NA,45.9,3426
"2184",107258,"health",NA,4.4,7,14,37.3,1033
"2185",136535,"food","premium",3.7,10,20,43.8,1213
"2186",149052,"food","premium",4.3,4,26,53,1913
"2187",130990,"toys","off_brand",4.1,9,17,63.1,1492
"2188",75487,"health","premium",3.3,5,15,55.6,1102
"2189",179248,"toys","premium",4.6,8,22,18.5,2685
"2190",146293,"health","off_brand",4.5,5,11,36.4,1235
"2191",103353,"food","premium",4.2,10,17,35,1060
"2192",173203,"other","premium",4.7,3,20,65.2,2089
"2193",155048,"toys","off_brand",3.9,6,14,61.2,2905
"2194",196630,"other","premium",4.4,8,29,44,3343
"2195",141724,"health","off_brand",4.3,8,11,22.4,738
"2196",65001,"health","premium",3.9,16,23,34.2,1113
"2197",218216,"other","off_brand",4.2,14,9,42.5,3208
"2198",149922,"health","off_brand",4.4,8,24,34.5,1677
"2199",94350,"toys","off_brand",3.7,10,12,55.5,1236
"2200",119033,"other","off_brand",4.4,13,24,69.2,1299
"2201",215560,"other","off_brand",3.7,19,27,79.7,3774
"2202",198133,"health","off_brand",4.7,10,17,51,2060
"2203",121950,"toys","off_brand",4.2,13,17,67.3,2041
"2204",227735,"food","off_brand",4.7,23,21,55.3,2294
"2205",102050,"other","off_brand",4.4,8,16,5,805
"2206",128029,"health","off_brand",3.1,7,36,48.8,2193
"2207",199147,"toys","off_brand",4.9,6,16,65.9,1351
"2208",223343,"toys","off_brand",4.5,0,33,76.4,3485
"2209",136377,"toys","premium",4.5,13,15,57.6,933
"2210",267598,"health","off_brand",4.8,3,11,55.6,3371
"2211",193201,"health","off_brand",3.9,11,30,NA,2787
"2212",134860,"toys","off_brand",4,15,10,50.2,2055
"2213",134144,"health","off_brand",4.5,5,24,25.6,1132
"2214",281795,"health","off_brand",4.8,8,20,24.8,3022
"2215",230353,"toys",NA,4.8,1,23,100.8,2695
"2216",93292,"health","off_brand",4,2,23,72.3,1468
"2217",141812,"health","premium",4.9,8,23,21.4,1316
"2218",167539,"health","off_brand",4.5,2,16,12.3,2134
"2219",111267,"toys","premium",4.7,8,13,46.3,777
"2220",208139,"health","off_brand",4.8,16,25,NA,2124
"2221",275774,"toys","premium",4.5,11,12,49.9,4867
"2222",204001,"health","off_brand",4.5,10,17,50.1,2944
"2223",214333,"health","premium",4.8,5,9,43.9,2648
"2224",199710,"health","off_brand",4,12,17,55.1,2637
"2225",179571,"health","off_brand",4.5,5,20,59.7,2131
"2226",260445,"food",NA,4.9,9,27,36,2672
"2227",176962,"toys","off_brand",4.4,7,20,93.2,1323
"2228",154583,"toys","premium",4.2,8,34,108.7,2786
"2229",102334,"toys","off_brand",3.1,19,23,51.7,1697
"2230",195417,"health","off_brand",4.9,18,17,25,1110
"2231",188220,"health","premium",4.4,7,25,24.4,2445
"2232",131418,"food","off_brand",3.9,5,28,46.3,1906
"2233",79442,"health","off_brand",3.4,10,23,45.6,1472
"2234",91580,"health","off_brand",3.6,5,29,55.9,821
"2235",176486,"other","premium",4.6,4,13,36.3,1816
"2236",159913,"other","off_brand",3,6,NA,43,2368
"2237",174271,"other","off_brand",4,8,25,53.8,2946
"2238",148551,"health","off_brand",3.3,12,25,99.8,2246
"2239",82797,"toys","off_brand",4.7,2,27,28.5,953
"2240",150875,"other","premium",4.7,13,15,16.8,941
"2241",89813,"toys","premium",4.1,4,18,88.2,975
"2242",155819,"other","premium",4.3,4,NA,51.3,2058
"2243",140153,"food",NA,4.3,3,17,45.7,1956
"2244",247475,"food","premium",4.8,9,22,73.6,2463
"2245",112292,"toys","off_brand",4.4,2,30,47.5,1070
"2246",120839,"health","off_brand",3.1,18,17,47.5,1442
"2247",108459,"toys","premium",4.3,5,23,38.2,1124
"2248",70923,"health","off_brand",3.7,12,14,30.4,1032
"2249",141102,"health","off_brand",4.4,4,29,12,1832
"2250",194475,"health","off_brand",4.6,2,31,39.3,3366
